wDateTime_merged,wH2Ocorr_amb_merged
11.04.2015 15:57:28,0.289838
11.04.2015 15:57:29,0.288162
11.04.2015 15:57:30,0.288956
11.04.2015 15:57:31,0.290118
11.04.2015 15:57:32,0.292015
11.04.2015 15:57:33,0.290387
11.04.2015 15:57:34,0.292582
11.04.2015 15:57:35,0.292766
11.04.2015 15:57:36,0.293165
11.04.2015 15:57:37,0.291308
11.04.2015 15:57:38,0.29181
11.04.2015 15:57:39,0.28794
11.04.2015 15:57:40,0.284828
11.04.2015 15:57:41,0.285236
11.04.2015 15:57:42,0.287064
11.04.2015 15:57:43,0.293049
11.04.2015 15:57:44,0.295198
11.04.2015 15:57:45,0.299334
11.04.2015 15:57:46,0.305642
11.04.2015 15:57:47,0.312616
11.04.2015 15:57:48,0.326622
11.04.2015 15:57:49,0.336187
11.04.2015 15:57:50,0.34327
11.04.2015 15:57:51,0.347811
11.04.2015 15:57:52,0.350024
11.04.2015 15:57:53,0.351809
11.04.2015 15:57:54,0.35368
11.04.2015 15:57:55,0.353282
11.04.2015 15:57:56,0.355882
11.04.2015 15:57:57,0.359319
11.04.2015 15:57:58,0.357271
11.04.2015 15:57:59,0.356686
11.04.2015 15:58:00,0.357845
11.04.2015 15:58:01,0.359305
11.04.2015 15:58:02,0.359036
11.04.2015 15:58:03,0.359251
11.04.2015 15:58:04,0.360224
11.04.2015 15:58:05,0.361252
11.04.2015 15:58:06,0.362264
11.04.2015 15:58:07,0.362622
11.04.2015 15:58:08,0.363462
11.04.2015 15:58:09,0.362267
11.04.2015 15:58:10,0.364571
11.04.2015 15:58:11,0.367799
11.04.2015 15:58:12,0.367246
11.04.2015 15:58:13,0.369499
11.04.2015 15:58:14,0.3737
11.04.2015 15:58:15,0.372208
11.04.2015 15:58:16,0.374728
11.04.2015 15:58:17,0.37506
11.04.2015 15:58:18,0.377192
11.04.2015 15:58:19,0.375627
11.04.2015 15:58:20,0.375093
11.04.2015 15:58:21,0.378732
11.04.2015 15:58:22,0.376913
11.04.2015 15:58:23,0.378709
11.04.2015 15:58:24,0.380924
11.04.2015 15:58:25,0.378327
11.04.2015 15:58:26,0.378744
11.04.2015 15:58:27,0.378282
11.04.2015 15:58:28,0.377647
11.04.2015 15:58:29,0.377695
11.04.2015 15:58:30,0.378816
11.04.2015 15:58:31,0.380224
11.04.2015 15:58:32,0.379716
11.04.2015 15:58:33,0.376614
11.04.2015 15:58:34,0.370211
11.04.2015 15:58:35,0.361186
11.04.2015 15:58:36,0.360485
11.04.2015 15:58:37,0.370714
11.04.2015 15:58:38,0.37477
11.04.2015 15:58:39,0.370022
11.04.2015 15:58:40,0.375997
11.04.2015 15:58:41,0.375785
11.04.2015 15:58:42,0.376073
11.04.2015 15:58:43,0.378686
11.04.2015 15:58:44,0.380005
11.04.2015 15:58:45,0.382419
11.04.2015 15:58:46,0.379112
11.04.2015 15:58:47,0.379769
11.04.2015 15:58:48,0.382687
11.04.2015 15:58:49,0.383599
11.04.2015 15:58:50,0.391028
11.04.2015 15:58:51,0.390244
11.04.2015 15:58:52,0.393415
11.04.2015 15:58:53,0.398424
11.04.2015 15:58:54,0.399882
11.04.2015 15:58:55,0.399428
11.04.2015 15:58:56,0.400011
11.04.2015 15:58:57,0.400332
11.04.2015 15:58:58,0.39897
11.04.2015 15:58:59,0.394945
11.04.2015 15:59:00,0.39608
11.04.2015 15:59:01,0.395501
11.04.2015 15:59:02,0.395628
11.04.2015 15:59:03,0.394886
11.04.2015 15:59:04,0.393351
11.04.2015 15:59:05,0.391764
11.04.2015 15:59:06,0.392392
11.04.2015 15:59:07,0.391579
11.04.2015 15:59:08,0.389951
11.04.2015 15:59:09,0.388999
11.04.2015 15:59:10,0.389194
11.04.2015 15:59:11,0.389317
11.04.2015 15:59:12,0.389856
11.04.2015 15:59:13,0.389047
11.04.2015 15:59:14,0.388374
11.04.2015 15:59:15,0.388183
11.04.2015 15:59:16,0.387477
11.04.2015 15:59:17,0.387081
11.04.2015 15:59:18,0.387375
11.04.2015 15:59:19,0.387327
11.04.2015 15:59:20,0.386742
11.04.2015 15:59:21,0.385221
11.04.2015 15:59:22,0.384922
11.04.2015 15:59:23,0.385095
11.04.2015 15:59:24,0.384565
11.04.2015 15:59:25,0.382022
11.04.2015 15:59:26,0.381494
11.04.2015 15:59:27,0.38348
11.04.2015 15:59:28,0.381523
11.04.2015 15:59:29,0.382533
11.04.2015 15:59:30,0.381465
11.04.2015 15:59:31,0.380175
11.04.2015 15:59:32,0.378617
11.04.2015 15:59:33,0.378631
11.04.2015 15:59:34,0.378828
11.04.2015 15:59:35,0.377747
11.04.2015 15:59:36,0.375848
11.04.2015 15:59:37,0.376252
11.04.2015 15:59:38,0.375069
11.04.2015 15:59:39,0.374611
11.04.2015 15:59:40,0.377215
11.04.2015 15:59:41,0.37339
11.04.2015 15:59:42,0.372966
11.04.2015 15:59:43,0.372643
11.04.2015 15:59:44,0.373462
11.04.2015 15:59:45,0.372217
11.04.2015 15:59:46,0.372441
11.04.2015 15:59:47,0.372437
11.04.2015 15:59:48,0.372988
11.04.2015 15:59:49,0.372051
11.04.2015 15:59:50,0.37044
11.04.2015 15:59:51,0.368912
11.04.2015 15:59:52,0.369699
11.04.2015 15:59:53,0.371061
11.04.2015 15:59:54,0.368823
11.04.2015 15:59:55,0.368522
11.04.2015 15:59:56,0.368642
11.04.2015 15:59:57,0.368953
11.04.2015 15:59:58,0.367461
11.04.2015 15:59:59,0.367358
11.04.2015 16:00:00,0.366034
11.04.2015 16:00:01,0.365759
11.04.2015 16:00:02,0.364634
11.04.2015 16:00:03,0.365665
11.04.2015 16:00:04,0.364552
11.04.2015 16:00:05,0.362159
11.04.2015 16:00:06,0.361942
11.04.2015 16:00:07,0.362387
11.04.2015 16:00:08,0.360045
11.04.2015 16:00:09,0.35871
11.04.2015 16:00:10,0.357561
11.04.2015 16:00:11,0.357304
11.04.2015 16:00:12,0.358014
11.04.2015 16:00:13,0.358641
11.04.2015 16:00:14,0.359494
11.04.2015 16:00:15,0.361617
11.04.2015 16:00:16,0.358705
11.04.2015 16:00:17,0.358935
11.04.2015 16:00:18,0.358709
11.04.2015 16:00:19,0.35876
11.04.2015 16:00:20,0.359308
11.04.2015 16:00:21,0.357795
11.04.2015 16:00:22,0.358462
11.04.2015 16:00:23,0.359397
11.04.2015 16:00:24,0.360676
11.04.2015 16:00:25,0.359825
11.04.2015 16:00:26,0.359902
11.04.2015 16:00:27,0.360698
11.04.2015 16:00:28,0.361056
11.04.2015 16:00:29,0.360812
11.04.2015 16:00:30,0.361242
11.04.2015 16:00:31,0.36254
11.04.2015 16:00:32,0.361673
11.04.2015 16:00:33,0.360989
11.04.2015 16:00:34,0.361211
11.04.2015 16:00:35,0.362667
11.04.2015 16:00:36,0.362671
11.04.2015 16:00:37,0.36265
11.04.2015 16:00:38,0.36365
11.04.2015 16:00:39,0.363357
11.04.2015 16:00:40,0.362813
11.04.2015 16:00:41,0.363695
11.04.2015 16:00:42,0.3631
11.04.2015 16:00:43,0.362244
11.04.2015 16:00:44,0.362406
11.04.2015 16:00:45,0.362189
11.04.2015 16:00:46,0.361794
11.04.2015 16:00:47,0.361988
11.04.2015 16:00:48,0.362661
11.04.2015 16:00:49,0.362859
11.04.2015 16:00:50,0.362573
11.04.2015 16:00:51,0.362712
11.04.2015 16:00:52,0.361862
11.04.2015 16:00:53,0.362469
11.04.2015 16:00:54,0.361976
11.04.2015 16:00:55,0.361138
11.04.2015 16:00:56,0.362432
11.04.2015 16:00:57,0.362218
11.04.2015 16:00:58,0.36121
11.04.2015 16:00:59,0.360328
11.04.2015 16:01:00,0.36131
11.04.2015 16:01:01,0.360486
11.04.2015 16:01:02,0.359799
11.04.2015 16:01:03,0.359412
11.04.2015 16:01:04,0.360601
11.04.2015 16:01:05,0.360926
11.04.2015 16:01:06,0.361427
11.04.2015 16:01:07,0.360642
11.04.2015 16:01:08,0.361524
11.04.2015 16:01:09,0.362253
11.04.2015 16:01:10,0.360895
11.04.2015 16:01:11,0.360865
11.04.2015 16:01:12,0.360894
11.04.2015 16:01:13,0.360371
11.04.2015 16:01:14,0.360229
11.04.2015 16:01:15,0.359985
11.04.2015 16:01:16,0.358605
11.04.2015 16:01:17,0.360258
11.04.2015 16:01:18,0.360966
11.04.2015 16:01:19,0.361367
11.04.2015 16:01:20,0.360761
11.04.2015 16:01:21,0.361795
11.04.2015 16:01:22,0.361143
11.04.2015 16:01:23,0.360293
11.04.2015 16:01:24,0.361081
11.04.2015 16:01:25,0.360678
11.04.2015 16:01:26,0.359288
11.04.2015 16:01:27,0.35826
11.04.2015 16:01:28,0.358747
11.04.2015 16:01:29,0.357939
11.04.2015 16:01:30,0.358912
11.04.2015 16:01:31,0.357847
11.04.2015 16:01:32,0.356574
11.04.2015 16:01:33,0.357888
11.04.2015 16:01:34,0.356432
11.04.2015 16:01:35,0.356466
11.04.2015 16:01:36,0.356858
11.04.2015 16:01:37,0.357734
11.04.2015 16:01:38,0.357239
11.04.2015 16:01:39,0.357263
11.04.2015 16:01:40,0.356597
11.04.2015 16:01:41,0.356892
11.04.2015 16:01:42,0.356401
11.04.2015 16:01:43,0.357391
11.04.2015 16:01:44,0.357257
11.04.2015 16:01:45,0.357486
11.04.2015 16:01:46,0.357627
11.04.2015 16:01:47,0.357262
11.04.2015 16:01:48,0.357153
11.04.2015 16:01:49,0.356369
11.04.2015 16:01:50,0.357208
11.04.2015 16:01:51,0.356455
11.04.2015 16:01:52,0.355654
11.04.2015 16:01:53,0.355336
11.04.2015 16:01:54,0.355993
11.04.2015 16:01:55,0.354852
11.04.2015 16:01:56,0.353349
11.04.2015 16:01:57,0.352989
11.04.2015 16:01:58,0.350485
11.04.2015 16:01:59,0.348154
11.04.2015 16:02:00,0.347054
11.04.2015 16:02:01,0.349462
11.04.2015 16:02:02,0.345872
11.04.2015 16:02:03,0.347969
11.04.2015 16:02:04,0.350511
11.04.2015 16:02:05,0.350927
11.04.2015 16:02:06,0.351059
11.04.2015 16:02:07,0.352591
11.04.2015 16:02:08,0.353563
11.04.2015 16:02:09,0.350697
11.04.2015 16:02:10,0.345704
11.04.2015 16:02:11,0.346688
11.04.2015 16:02:12,0.348206
11.04.2015 16:02:13,0.349004
11.04.2015 16:02:14,0.349957
11.04.2015 16:02:15,0.349631
11.04.2015 16:02:16,0.346898
11.04.2015 16:02:17,0.34517
11.04.2015 16:02:18,0.343246
11.04.2015 16:02:19,0.352308
11.04.2015 16:02:20,0.39772
11.04.2015 16:02:21,0.523163
11.04.2015 16:02:22,0.494141
11.04.2015 16:02:23,0.358459
11.04.2015 16:02:24,0.348551
11.04.2015 16:02:25,0.346534
11.04.2015 16:02:26,0.347443
11.04.2015 16:02:27,0.347283
11.04.2015 16:02:28,0.345856
11.04.2015 16:02:29,0.347969
11.04.2015 16:02:30,0.347889
11.04.2015 16:02:31,0.348981
11.04.2015 16:02:32,0.348544
11.04.2015 16:02:33,0.346916
11.04.2015 16:02:34,0.348325
11.04.2015 16:02:35,0.348395
11.04.2015 16:02:36,0.34789
11.04.2015 16:02:37,0.347872
11.04.2015 16:02:38,0.346999
11.04.2015 16:02:39,0.344492
11.04.2015 16:02:40,0.344911
11.04.2015 16:02:41,0.344397
11.04.2015 16:02:42,0.34163
11.04.2015 16:02:43,0.337017
11.04.2015 16:02:44,0.336306
11.04.2015 16:02:45,0.336669
11.04.2015 16:02:46,0.336711
11.04.2015 16:02:47,0.341324
11.04.2015 16:02:48,0.341731
11.04.2015 16:02:49,0.339175
11.04.2015 16:02:50,0.342677
11.04.2015 16:02:51,0.341373
11.04.2015 16:02:52,0.343545
11.04.2015 16:02:53,0.343317
11.04.2015 16:02:54,0.339586
11.04.2015 16:02:55,0.341162
11.04.2015 16:02:56,0.342946
11.04.2015 16:02:57,0.342306
11.04.2015 16:02:58,0.342727
11.04.2015 16:02:59,0.340784
11.04.2015 16:03:00,0.340501
11.04.2015 16:03:01,0.339551
11.04.2015 16:03:02,0.338634
11.04.2015 16:03:03,0.338422
11.04.2015 16:03:04,0.337987
11.04.2015 16:03:05,0.338113
11.04.2015 16:03:06,0.339625
